date,ticker,close,high,low,open
2021-04-04 21:00:00+00:00,usdcad,1.257715,1.257835,1.257495,1.25759
2021-04-04 21:15:00+00:00,usdcad,1.257705,1.257975,1.25749,1.257705
2021-04-04 21:30:00+00:00,usdcad,1.2577,1.257715,1.257675,1.257685
2021-04-04 21:45:00+00:00,usdcad,1.25794,1.25794,1.25767,1.257705
2021-04-04 22:00:00+00:00,usdcad,1.257145,1.258945,1.256965,1.257945
2021-04-04 22:15:00+00:00,usdcad,1.257265,1.25754,1.257015,1.257135
2021-04-04 22:30:00+00:00,usdcad,1.257105,1.257605,1.25707,1.257255
2021-04-04 22:45:00+00:00,usdcad,1.25702,1.257205,1.25679,1.257125
2021-04-04 23:00:00+00:00,usdcad,1.257125,1.257475,1.256965,1.25703
2021-04-04 23:15:00+00:00,usdcad,1.256855,1.257345,1.256825,1.25713
2021-04-04 23:30:00+00:00,usdcad,1.256835,1.256925,1.256705,1.25685
2021-04-04 23:45:00+00:00,usdcad,1.25648,1.256935,1.256365,1.25684
2021-04-05 00:00:00+00:00,usdcad,1.256945,1.256955,1.256485,1.256485
2021-04-05 00:15:00+00:00,usdcad,1.256675,1.25717,1.256615,1.256955
2021-04-05 00:30:00+00:00,usdcad,1.2566,1.256995,1.25644,1.256685
2021-04-05 00:45:00+00:00,usdcad,1.256485,1.25668,1.256185,1.256605
2021-04-05 01:00:00+00:00,usdcad,1.256795,1.256825,1.2564,1.25648
2021-04-05 01:15:00+00:00,usdcad,1.25689,1.256935,1.256635,1.256785
2021-04-05 01:30:00+00:00,usdcad,1.256775,1.256995,1.256615,1.256895
2021-04-05 01:45:00+00:00,usdcad,1.256505,1.256865,1.25628,1.256785
2021-04-05 02:00:00+00:00,usdcad,1.256665,1.256665,1.25632,1.2565
2021-04-05 02:15:00+00:00,usdcad,1.256905,1.256975,1.25663,1.25666
2021-04-05 02:30:00+00:00,usdcad,1.257195,1.257315,1.25689,1.25689
2021-04-05 02:45:00+00:00,usdcad,1.257285,1.257325,1.25709,1.25719
2021-04-05 03:00:00+00:00,usdcad,1.257155,1.257305,1.257125,1.25728
2021-04-05 03:15:00+00:00,usdcad,1.256835,1.25715,1.256765,1.25715
2021-04-05 03:30:00+00:00,usdcad,1.25705,1.257245,1.25684,1.25684
2021-04-05 03:45:00+00:00,usdcad,1.2572,1.257265,1.257025,1.257055
2021-04-05 04:00:00+00:00,usdcad,1.25772,1.25772,1.257155,1.257205
2021-04-05 04:15:00+00:00,usdcad,1.258085,1.258095,1.257725,1.257725
2021-04-05 04:30:00+00:00,usdcad,1.258015,1.258245,1.25794,1.258095
2021-04-05 04:45:00+00:00,usdcad,1.258245,1.258245,1.25794,1.258025
2021-04-05 05:00:00+00:00,usdcad,1.258065,1.258245,1.25806,1.258235
2021-04-05 05:15:00+00:00,usdcad,1.257915,1.25811,1.257895,1.258075
2021-04-05 05:30:00+00:00,usdcad,1.258155,1.258195,1.257925,1.257925
2021-04-05 05:45:00+00:00,usdcad,1.25935,1.25936,1.257955,1.25816
2021-04-05 06:00:00+00:00,usdcad,1.258985,1.259475,1.258895,1.259355
2021-04-05 06:15:00+00:00,usdcad,1.258495,1.259055,1.25837,1.25899
2021-04-05 06:30:00+00:00,usdcad,1.258035,1.258565,1.258035,1.258505
2021-04-05 06:45:00+00:00,usdcad,1.258065,1.258345,1.257915,1.258045
2021-04-05 07:00:00+00:00,usdcad,1.258245,1.258825,1.257945,1.25807
2021-04-05 07:15:00+00:00,usdcad,1.25793,1.258565,1.25789,1.25825
2021-04-05 07:30:00+00:00,usdcad,1.257725,1.25802,1.257565,1.257935
2021-04-05 07:45:00+00:00,usdcad,1.25747,1.258005,1.257325,1.25773
2021-04-05 08:00:00+00:00,usdcad,1.256515,1.257675,1.256455,1.257465
2021-04-05 08:15:00+00:00,usdcad,1.256275,1.256605,1.256055,1.25652
2021-04-05 08:30:00+00:00,usdcad,1.255965,1.256295,1.255795,1.25628
2021-04-05 08:45:00+00:00,usdcad,1.256055,1.256315,1.255915,1.25597
2021-04-05 09:00:00+00:00,usdcad,1.256075,1.256325,1.255875,1.25606
2021-04-05 09:15:00+00:00,usdcad,1.25622,1.256395,1.255955,1.256065
2021-04-05 09:30:00+00:00,usdcad,1.256055,1.256235,1.255955,1.256215
2021-04-05 09:45:00+00:00,usdcad,1.25618,1.25631,1.256015,1.25605
2021-04-05 10:00:00+00:00,usdcad,1.255845,1.256215,1.255825,1.256185
2021-04-05 10:15:00+00:00,usdcad,1.255505,1.2559,1.255455,1.255835
2021-04-05 10:30:00+00:00,usdcad,1.255225,1.25558,1.255085,1.255495
2021-04-05 10:45:00+00:00,usdcad,1.254945,1.255445,1.25488,1.25522
2021-04-05 11:00:00+00:00,usdcad,1.254955,1.255075,1.254845,1.25494
2021-04-05 11:15:00+00:00,usdcad,1.25493,1.255135,1.254855,1.25495
2021-04-05 11:30:00+00:00,usdcad,1.25507,1.255265,1.254835,1.254925
2021-04-05 11:45:00+00:00,usdcad,1.254945,1.255185,1.254925,1.255055
2021-04-05 12:00:00+00:00,usdcad,1.254445,1.255055,1.254435,1.25494
2021-04-05 12:15:00+00:00,usdcad,1.25441,1.254565,1.25418,1.25445
2021-04-05 12:30:00+00:00,usdcad,1.253255,1.254435,1.25268,1.254415
2021-04-05 12:45:00+00:00,usdcad,1.252925,1.253465,1.252685,1.25326
2021-04-05 13:00:00+00:00,usdcad,1.253365,1.253835,1.252605,1.252915
2021-04-05 13:15:00+00:00,usdcad,1.253785,1.253885,1.25323,1.25336
2021-04-05 13:30:00+00:00,usdcad,1.253515,1.253785,1.253085,1.25378
2021-04-05 13:45:00+00:00,usdcad,1.252235,1.253535,1.251865,1.2535
2021-04-05 14:00:00+00:00,usdcad,1.252065,1.252315,1.251675,1.252245
2021-04-05 14:15:00+00:00,usdcad,1.251265,1.252165,1.251155,1.25206
2021-04-05 14:30:00+00:00,usdcad,1.251735,1.25184,1.250765,1.25127
2021-04-05 14:45:00+00:00,usdcad,1.251885,1.252305,1.251545,1.25173
2021-04-05 15:00:00+00:00,usdcad,1.25175,1.252155,1.251695,1.25188
2021-04-05 15:15:00+00:00,usdcad,1.250545,1.251755,1.25022,1.251755
2021-04-05 15:30:00+00:00,usdcad,1.251135,1.251265,1.250415,1.25054
2021-04-05 15:45:00+00:00,usdcad,1.25119,1.251555,1.250975,1.251145
2021-04-05 16:00:00+00:00,usdcad,1.252155,1.252155,1.25117,1.251185
2021-04-05 16:15:00+00:00,usdcad,1.25223,1.252375,1.252065,1.25215
2021-04-05 16:30:00+00:00,usdcad,1.253385,1.25347,1.252215,1.252225
2021-04-05 16:45:00+00:00,usdcad,1.253435,1.253495,1.252895,1.253375
2021-04-05 17:00:00+00:00,usdcad,1.25352,1.253735,1.253375,1.253445
2021-04-05 17:15:00+00:00,usdcad,1.25277,1.253545,1.25269,1.253525
2021-04-05 17:30:00+00:00,usdcad,1.252785,1.253095,1.252665,1.252775
2021-04-05 17:45:00+00:00,usdcad,1.252395,1.252795,1.252315,1.252775
2021-04-05 18:00:00+00:00,usdcad,1.252465,1.252645,1.252225,1.25239
2021-04-05 18:15:00+00:00,usdcad,1.252385,1.252535,1.252225,1.25246
2021-04-05 18:30:00+00:00,usdcad,1.252545,1.252595,1.252315,1.252375
2021-04-05 18:45:00+00:00,usdcad,1.252455,1.25263,1.25245,1.25254
