date,ticker,close,high,low,open
2021-04-05 00:00:00+00:00,audusd,0.76155,0.762005,0.761505,0.761955
2021-04-05 00:15:00+00:00,audusd,0.76179,0.761855,0.76145,0.76154
2021-04-05 00:30:00+00:00,audusd,0.761935,0.76226,0.761435,0.761785
2021-04-05 00:45:00+00:00,audusd,0.76204,0.76231,0.76177,0.76194
2021-04-05 01:00:00+00:00,audusd,0.76185,0.76219,0.76184,0.762035
2021-04-05 01:15:00+00:00,audusd,0.761795,0.762085,0.76173,0.761855
2021-04-05 01:30:00+00:00,audusd,0.76198,0.7621,0.761715,0.76179
2021-04-05 01:45:00+00:00,audusd,0.76209,0.76253,0.76188,0.761975
2021-04-05 02:00:00+00:00,audusd,0.762135,0.76229,0.762,0.762085
2021-04-05 02:15:00+00:00,audusd,0.762215,0.76237,0.76194,0.76213
2021-04-05 02:30:00+00:00,audusd,0.76205,0.76227,0.76195,0.7622
2021-04-05 02:45:00+00:00,audusd,0.76206,0.76223,0.76196,0.762055
2021-04-05 03:00:00+00:00,audusd,0.762105,0.762175,0.76194,0.76205
2021-04-05 03:15:00+00:00,audusd,0.762325,0.762395,0.76208,0.7621
2021-04-05 03:30:00+00:00,audusd,0.76201,0.762395,0.76199,0.76232
2021-04-05 03:45:00+00:00,audusd,0.76216,0.76219,0.761895,0.762005
2021-04-05 04:00:00+00:00,audusd,0.76181,0.76217,0.7618,0.762165
2021-04-05 04:15:00+00:00,audusd,0.76156,0.761805,0.76152,0.761805
2021-04-05 04:30:00+00:00,audusd,0.761495,0.76167,0.761405,0.76155
2021-04-05 04:45:00+00:00,audusd,0.76129,0.76155,0.76128,0.76149
2021-04-05 05:00:00+00:00,audusd,0.76126,0.761415,0.76115,0.761285
2021-04-05 05:15:00+00:00,audusd,0.76142,0.761465,0.76119,0.761255
2021-04-05 05:30:00+00:00,audusd,0.76117,0.761415,0.761155,0.76141
2021-04-05 05:45:00+00:00,audusd,0.76047,0.76133,0.76046,0.761165
2021-04-05 06:00:00+00:00,audusd,0.76029,0.76057,0.76006,0.760465
2021-04-05 06:15:00+00:00,audusd,0.76052,0.76071,0.76028,0.760295
2021-04-05 06:30:00+00:00,audusd,0.76064,0.76071,0.76038,0.76051
2021-04-05 06:45:00+00:00,audusd,0.76054,0.76077,0.760425,0.760635
2021-04-05 07:00:00+00:00,audusd,0.76033,0.76063,0.759855,0.76053
2021-04-05 07:15:00+00:00,audusd,0.76099,0.76102,0.76015,0.760325
2021-04-05 07:30:00+00:00,audusd,0.761125,0.76118,0.76076,0.761
2021-04-05 07:45:00+00:00,audusd,0.76147,0.76148,0.760835,0.76113
2021-04-05 08:00:00+00:00,audusd,0.762075,0.76213,0.76136,0.761475
2021-04-05 08:15:00+00:00,audusd,0.76227,0.76237,0.761975,0.76207
2021-04-05 08:30:00+00:00,audusd,0.76233,0.76255,0.76205,0.76226
2021-04-05 08:45:00+00:00,audusd,0.76234,0.762435,0.76214,0.76234
2021-04-05 09:00:00+00:00,audusd,0.76218,0.76238,0.762,0.76235
2021-04-05 09:15:00+00:00,audusd,0.76188,0.76231,0.76188,0.76219
2021-04-05 09:30:00+00:00,audusd,0.76207,0.76216,0.76189,0.76189
2021-04-05 09:45:00+00:00,audusd,0.76193,0.762115,0.76181,0.76208
2021-04-05 10:00:00+00:00,audusd,0.76201,0.762055,0.761695,0.76194
2021-04-05 10:15:00+00:00,audusd,0.76243,0.76255,0.76202,0.76202
2021-04-05 10:30:00+00:00,audusd,0.76237,0.7625,0.762175,0.76244
2021-04-05 10:45:00+00:00,audusd,0.76232,0.76243,0.76219,0.76238
2021-04-05 11:00:00+00:00,audusd,0.76275,0.762785,0.76226,0.762325
2021-04-05 11:15:00+00:00,audusd,0.762745,0.76289,0.76259,0.762755
2021-04-05 11:30:00+00:00,audusd,0.76266,0.76298,0.76257,0.76275
2021-04-05 11:45:00+00:00,audusd,0.76272,0.762785,0.762565,0.762665
2021-04-05 12:00:00+00:00,audusd,0.7629,0.76294,0.762565,0.762725
2021-04-05 12:15:00+00:00,audusd,0.762795,0.76311,0.762715,0.76289
2021-04-05 12:30:00+00:00,audusd,0.76364,0.76391,0.76272,0.76279
2021-04-05 12:45:00+00:00,audusd,0.763615,0.763935,0.76342,0.76365
2021-04-05 13:00:00+00:00,audusd,0.76358,0.764,0.7633,0.76361
2021-04-05 13:15:00+00:00,audusd,0.76358,0.76371,0.763415,0.763575
