date,ticker,close,high,low,open
2021-04-04 21:00:00+00:00,usdcad,1.25794,1.257975,1.25749,1.25759
2021-04-04 22:00:00+00:00,usdcad,1.25702,1.258945,1.25679,1.257945
2021-04-04 23:00:00+00:00,usdcad,1.25648,1.257475,1.256365,1.25703
2021-04-05 00:00:00+00:00,usdcad,1.256485,1.25717,1.256185,1.256485
2021-04-05 01:00:00+00:00,usdcad,1.256505,1.256995,1.25628,1.25648
2021-04-05 02:00:00+00:00,usdcad,1.257285,1.257325,1.25632,1.2565
2021-04-05 03:00:00+00:00,usdcad,1.2572,1.257305,1.256765,1.25728
2021-04-05 04:00:00+00:00,usdcad,1.258245,1.258245,1.257155,1.257205
2021-04-05 05:00:00+00:00,usdcad,1.25935,1.25936,1.257895,1.258235
2021-04-05 06:00:00+00:00,usdcad,1.258065,1.259475,1.257915,1.259355
2021-04-05 07:00:00+00:00,usdcad,1.25747,1.258825,1.257325,1.25807
2021-04-05 08:00:00+00:00,usdcad,1.256055,1.257675,1.255795,1.257465
2021-04-05 09:00:00+00:00,usdcad,1.25618,1.256395,1.255875,1.25606
2021-04-05 10:00:00+00:00,usdcad,1.254945,1.256215,1.25488,1.256185
2021-04-05 11:00:00+00:00,usdcad,1.254945,1.255265,1.254835,1.25494
2021-04-05 12:00:00+00:00,usdcad,1.252925,1.255055,1.25268,1.25494
2021-04-05 13:00:00+00:00,usdcad,1.252235,1.253885,1.251865,1.252915
2021-04-05 14:00:00+00:00,usdcad,1.251885,1.252315,1.250765,1.252245
2021-04-05 15:00:00+00:00,usdcad,1.25119,1.252155,1.25022,1.25188
2021-04-05 16:00:00+00:00,usdcad,1.253435,1.253495,1.25117,1.251185
2021-04-05 17:00:00+00:00,usdcad,1.252395,1.253735,1.252315,1.253445
2021-04-05 18:00:00+00:00,usdcad,1.252455,1.252645,1.252225,1.25239
2021-04-05 19:00:00+00:00,usdcad,1.252475,1.253165,1.252245,1.252465
2021-04-05 20:00:00+00:00,usdcad,1.252565,1.252695,1.252105,1.25247
2021-04-05 21:00:00+00:00,usdcad,1.252495,1.25289,1.252175,1.25262
2021-04-05 22:00:00+00:00,usdcad,1.251975,1.252545,1.251935,1.252525
2021-04-05 23:00:00+00:00,usdcad,1.252065,1.25223,1.251705,1.251965
2021-04-06 00:00:00+00:00,usdcad,1.252625,1.252835,1.251695,1.252075
2021-04-06 01:00:00+00:00,usdcad,1.252635,1.252835,1.252025,1.25262
2021-04-06 02:00:00+00:00,usdcad,1.253235,1.253415,1.252585,1.25263
2021-04-06 03:00:00+00:00,usdcad,1.254065,1.254335,1.253155,1.25323
2021-04-06 04:00:00+00:00,usdcad,1.25405,1.25416,1.253305,1.254065
2021-04-06 05:00:00+00:00,usdcad,1.25327,1.254115,1.253185,1.254055
2021-04-06 06:00:00+00:00,usdcad,1.254245,1.254445,1.252655,1.253275
2021-04-06 07:00:00+00:00,usdcad,1.253755,1.255455,1.253725,1.25424
2021-04-06 08:00:00+00:00,usdcad,1.25435,1.255125,1.253645,1.253745
2021-04-06 09:00:00+00:00,usdcad,1.255465,1.255665,1.25407,1.254355
2021-04-06 10:00:00+00:00,usdcad,1.256155,1.25624,1.255095,1.25546
2021-04-06 11:00:00+00:00,usdcad,1.256745,1.257555,1.25594,1.25616
2021-04-06 12:00:00+00:00,usdcad,1.256155,1.256975,1.25508,1.256755
2021-04-06 13:00:00+00:00,usdcad,1.254905,1.256415,1.2548,1.25616
2021-04-06 14:00:00+00:00,usdcad,1.254885,1.255875,1.254375,1.254805
2021-04-06 15:00:00+00:00,usdcad,1.25413,1.25539,1.253945,1.25489
2021-04-06 16:00:00+00:00,usdcad,1.254965,1.255265,1.253945,1.254125
2021-04-06 17:00:00+00:00,usdcad,1.257305,1.257535,1.254865,1.25497
2021-04-06 18:00:00+00:00,usdcad,1.257715,1.257915,1.256365,1.25731
2021-04-06 19:00:00+00:00,usdcad,1.257225,1.258315,1.257215,1.25771
2021-04-06 20:00:00+00:00,usdcad,1.256635,1.2573,1.256625,1.25722
2021-04-06 21:00:00+00:00,usdcad,1.25702,1.257165,1.25645,1.25683
2021-04-06 22:00:00+00:00,usdcad,1.258005,1.258015,1.256815,1.257015
2021-04-06 23:00:00+00:00,usdcad,1.257245,1.258195,1.257175,1.25801
2021-04-07 00:00:00+00:00,usdcad,1.25793,1.258175,1.257025,1.25725
2021-04-07 01:00:00+00:00,usdcad,1.258245,1.258255,1.256615,1.257935
2021-04-07 02:00:00+00:00,usdcad,1.258795,1.258915,1.257755,1.25824
2021-04-07 03:00:00+00:00,usdcad,1.258595,1.258825,1.258005,1.258805
2021-04-07 04:00:00+00:00,usdcad,1.258365,1.258625,1.25805,1.2586
2021-04-07 05:00:00+00:00,usdcad,1.258485,1.259035,1.258285,1.258375
2021-04-07 06:00:00+00:00,usdcad,1.261435,1.261435,1.258215,1.25848
2021-04-07 07:00:00+00:00,usdcad,1.260885,1.2618,1.260725,1.26144
2021-04-07 08:00:00+00:00,usdcad,1.259435,1.261815,1.259365,1.260895
2021-04-07 09:00:00+00:00,usdcad,1.260045,1.260165,1.25912,1.25944
2021-04-07 10:00:00+00:00,usdcad,1.259785,1.260175,1.258315,1.260055
2021-04-07 11:00:00+00:00,usdcad,1.259695,1.259925,1.258745,1.25979
2021-04-07 12:00:00+00:00,usdcad,1.261535,1.26234,1.259705,1.259705
2021-04-07 13:00:00+00:00,usdcad,1.26234,1.262785,1.260785,1.26153
2021-04-07 14:00:00+00:00,usdcad,1.26041,1.263495,1.260145,1.262335
2021-04-07 15:00:00+00:00,usdcad,1.26153,1.262765,1.260155,1.260415
2021-04-07 16:00:00+00:00,usdcad,1.261185,1.262455,1.261075,1.261525
2021-04-07 17:00:00+00:00,usdcad,1.26118,1.261795,1.260655,1.26119
2021-04-07 18:00:00+00:00,usdcad,1.262625,1.262625,1.26072,1.261185
2021-04-07 19:00:00+00:00,usdcad,1.26184,1.263285,1.261815,1.26263
2021-04-07 20:00:00+00:00,usdcad,1.260975,1.262055,1.260765,1.261845
